,,,,,,,,,"Додаток  2",,,,,,,,,,
110105,"Фінансова підтримка гастрольної діяльності",,,,0.00,,,,,,,0.00,,0.0,,,,,
110201,"Бібліотеки","15,021,900.00","9,908,700.00","514,200.00","974,300.00","29,300.00",,"10,700.00","945,000.00","945,000.00","945,000.00","15,996,200.00",,"15,996,200.0",,,,,
110202,"Музеї і виставки","31,796,100.00","15,892,400.00","2,266,600.00","2,134,000.00","1,467,000.00",,"20,000.00","667,000.00",,,"33,930,100.00",,"33,930,100.0",,,,,
110203,"Заповідники","3,324,700.00","1,518,500.00","129,200.00","380,000.00","372,000.00","200,000.00",,"8,000.00",,,"3,704,700.00",,"3,704,700.0",,,,,
110204,"Палаци і будинки культури, клуби та інші заклади клубного типу",,,,0.0,,,,,,,0.0,,0.0,,,,,
110205,"Школи естетичного виховання дітей",,,,0.0,,,,,,,0.0,,0.0,,,,,
110206,"Здійснення виплат, визначених Законом України ""Про реструктуризацію заборгованості з виплат, передбачених ст.57 Закону України ""Про освіту"" педагогічним, науково-педагогічним та іншим категоріям працівників навчальних закладів",,,,0.0,,,,,,,0.0,,0.0,,,,,
110300,"Кінематографія","231,800.00",,,0.00,,,,,,,"231,800.00",,"231,800.0",,,,,
110502,"Інші культурно-освітні заклади та заходи","2,982,800.00","1,680,700.00","77,900.00","190,000.00","88,900.00","36,100.00",,"101,100.00","90,000.00","90,000.00","3,172,800.00",,"3,172,800.0",,,,,
120000,"Засоби  масової інформації","6,530,000.00",0.00,0.00,"2,900,000.00",0.00,0.00,0.00,"2,900,000.00","2,900,000.00","2,900,000.00","9,430,000.00",,"9,430,000.0",,,,,
,"з них на регіональну програму розвитку інформаційного простору",,,,0.0,,,,,,,0.0,,0.0,,,,,
120100,"Телебачення і радіомовлення","4,897,000.00",,,"2,900,000.00",,,,"2,900,000.00","2,900,000.00","2,900,000.00","7,797,000.00",,"7,797,000.0",,,,,
120201,"Періодичні видання (газети та журнали)","598,000.00",,,0.00,,,,,,,"598,000.00",,"598,000.0",,,,,
120300,"Книговидання","936,000.00",,,0.00,,,,,,,"936,000.00",,"936,000.0",,,,,
120400,"Інші засоби масової інформації","99,000.0",,,0.0,,,,,,,"99,000.0",,"99,000.0",,,,,
130000,"Фізична культура і спорт","40,541,200.00","6,892,300.00","255,900.00","4,333,500.00","313,500.00","177,500.00","16,000.00","4,020,000.00","4,020,000.00","4,020,000.00","44,874,700.00",,"44,874,700.0",,,,,
,"з них  на:",,,,0.0,,,,,,,0.0,,,,,,,
,"енергозбереження",,,,0.0,,,,,,,0.0,,0.0,,,,,
,"погашення кредиторської заборгованості за 2009 рік",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
130102,"Проведення навчально-тренувальних зборів і змагань","7,331,800.00",,,0.00,,,,,,,"7,331,800.00",,"7,331,800.0",,,,,
130104,"Видатки на утримання центрів з інвалідного спорту і реабілітаційних шкіл","1,503,600.00","937,100.00","25,000.00","165,500.00","165,500.00","125,000.00",,0.00,0.00,0.00,"1,669,100.00",,"1,669,100.0",,,,,
130105,"Проведення навчально-тренувальних зборів і змагань та заходів з інвалідного спорту","290,000.00",,,0.00,,,,,,,"290,000.00",,"290,000.0",,,,,
130106,"Проведення заходів з нетрадиційних видів спорту і масових заходів з фізичної культури",,,,0.0,,,,,,,0.0,,0.0,,,,,
130107,"Утримання та навчально-тренувальна робота дитячо-юнацьких спортивних шкіл","4,752,500.00","2,826,700.00","174,700.00","108,000.00","88,000.00","52,500.00","10,000.00","20,000.00","20,000.00","20,000.00","4,860,500.00",,"4,860,500.0",,,,,
130110,"Фінансова підтримка спортивних споруд ",,,,0.0,,,,,,,0.0,,0.0,,,,,
130112,"Інші видатки",,,,0.0,,,,,0.0,0.0,0.0,,0.0,,,,,
130113,"Централізовані бухгалтерії",,,,0.0,,,,,,,0.0,,0.0,,,,,
130114,"Забезпечення підготовки спортсменів вищих категорій школами вищої спортивної майстерності","6,148,700.00","2,880,000.00","28,700.00","4,060,000.00","60,000.00",,"6,000.00","4,000,000.00","4,000,000.00","4,000,000.00","10,208,700.00",,"10,208,700.0",,,,,
130115,"Центри ""Спорт для всіх"" та заходи з фізичної культури","548,500.00","248,500.00","27,500.00",0.00,,,,,,,"548,500.00",,"548,500.0",,,,,
130201,"Проведення навчально-тренувальних зборів і змагань (які прводяться громадськими організаціями фізкультурно-спортивної спрямованості)",,,,0.0,,,,,,,0.0,,0.0,,,,,
130202,"Проведення заходів з нетрадиційних видів спорту і масових заходів з фізичної культури (які проводяться громадськими організаціями фізкультурно-спортивної спрямованості)",,,,0.0,,,,,,,0.0,,0.0,,,,,
130203,"Утримання та навчально-тренувальна робота дитячо-юнацьких спортивних шкіл (які підпорядковані громадським організаціям фізкультурно-спортивної спрямованості)","17,400,000.00",,,0.00,,,,,,,"17,400,000.00",,"17,400,000.0",,,,,
130204,"Утримання апарату управління громадських фізкультурно-спортивних організацій  (ФСТ ""Колос"")","566,100.00",,,0.00,,,,,,,"566,100.00",,"566,100.0",,,,,
130205,"Фінансова підтримка спортивних споруд, які належать громадським організаціям фізкультурно - спортивної спрямованості (ФСТ ""Динамо"")","2,000,000.00",,,0.00,,,,,,,"2,000,000.00",,"2,000,000.0",,,,,
150000,"Будівництво","2,698,000.00",0.00,0.00,"18,847,800.00",0.00,0.00,0.00,"18,847,800.00","18,847,800.00","11,700,000.00","21,545,800.00",,"21,545,800.0",,,,,
,"з них на:",,,,,,,,,,,0.0,,,,,,,
,"погашення кредиторської заборгованості за 2009 рік",,,,0.0,,,,,0.0,,0.0,,0.0,,,,,
150101,"Капітальні вкладення",0.00,,,"18,047,800.00",,,,"18,047,800.00","18,047,800.00","10,900,000.00","18,047,800.00",18047800,"18,047,800.0",1,,,,
150107,"Житлове будівництво і придбання житла військовослужбовцям та особам рядового і начальницького складу, звільненим у запас або відставку за станом здоров""я, віком, вислугою років та у зв""язку із скороченням штатів, які перебувають на квартирному обліку за місцем проживання, членам сімей з числа цих осіб, які загинули під час виконання ними службових обов""язків, а також учасникам бойових дій в Афганістані та воєнних конфліктів",,,,0.0,,,,,0.0,,0.0,,0.0,,,,,
150110,"Проведення невідкладних відновлювальних робіт, будівництво та реконструкція загальноосвітніх навчальних закладів ",,,,0.00,,,,,0.00,,0.00,,0.0,,,,,
150111,"Проведення невідкладних відновлювальних робіт, будівництво та реконструкція спеціалізованих навчальних закладів ",,,,0.00,,,,,0.00,,0.00,,0.0,,,,,
150112,"Проведення невідкладних відновлювальних робіт, будівництво та реконструкція позашкільних навчальних закладів ",,0.00,0.00,0.00,,0.00,0.00,,0.00,,0.00,0,0.0,1,,,,
150114,"Проведення невідкладних відновлювальних робіт, будівництво та реконструкція лікарень загального профілю",,,,0.00,,,,,0.00,,0.00,0,0.0,1,,,,
150118,"Житлове будівництво та придбання житла для окремих категорій населення",,,,0.00,,,,,0.00,0.00,0.00,0,0.0,1,,,,
150119,"Проведення невідкладних відновлювальних робіт, будівництво та реконструкція спеціалізованих лікарень та інших спеціалізованих закладів",,,,0.00,,,,,0.00,,0.00,,0.0,,,,,
150120,"Будівництво та розвиток мережі метрополітенів ",,,,0.0,,,,,0.0,,0.0,,0.0,,,,,
150121,"Заходи з упередження аварій та запобігання техногенних катастроф у житлово-комунальному господарстві та інших аварійних об'єктах комунальної власності",,,,0.0,,,,,0.0,,0.0,,0.0,,,,,
150122,"Інвестиційні проекти",,,,0.0,,,,,0.0,,0.0,,0.0,,,,,
150201,"Збереження, розвиток, реконструкція та реставрація пам’яток історії та культури","2,048,000.00",,,"800,000.00",,,,"800,000.00","800,000.00","800,000.00","2,848,000.00",,"2,848,000.0",,,,,
150202,"Розробка схем та проектних рішень масового застосування",,,,0.0,,,,,0.0,,0.0,,0.0,,,,,
150203,"Операційні видатки-паспортизація, інвентаризація пам""яток архітектури, премії в галузі архітектури","650,000.00",,,0.00,,,,0.00,0.00,0.00,"650,000.00",,"650,000.0",,,,,
150117,"Повернення коштів, наданих для кредитування  громадян на будівництво (реконструкцію) житла",,,,0.0,,,,,0.0,,0.0,,0.0,,,,,
150202,"Розробка схем та проектних рішень масового застосування",,,,0.0,,,,,0.0,,0.0,,0.0,,,,,
160000,"Сільське і лісове господарство, рибне господарство та мисливство","7,100,000.00",0.00,0.00,"3,000,000.00",0.00,0.00,0.00,"3,000,000.00",0.00,0.00,"10,100,000.00",,"10,100,000.0",,,,,
,"з них на:",,,,0.0,,,,,0.0,,0.0,,,,,,,
,"погашення кредиторської заборгованості за 2009 рік",,,,0.0,,,,,0.0,,0.0,,0.0,,,,,
160101,"Землеустрій",,,,0.0,,,,0.0,,0.0,0.0,,0.0,1,,,,
160600,"Лісове господарство і мисливство",,,,0.00,,,,,,,0.00,,0.0,,,,,
160903,"Програми в галузі сільського господарства , лісового господарства, рибальства та мисливства","7,100,000.00",,,"3,000,000.00",0.00,,,"3,000,000.00",,,"10,100,000.00",10100000.0,"10,100,000.0",1,,,,
,"у тому числі                                                                                                                                                               відшкодування сільськогосподарським підприємствам втрат за продаж зерна у стабілізаційний фонд",,,,0.0,,,,,,,0.0,,0.0,1,,,,
,"у тому числі землеустрій у сільській місцевості",,,,0.0,,,,,,,0.0,,0.0,,,,,
,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1,,,,
170000,"Транспорт,  дорожнє господарство, зв'язок, телекомунікації та інформатика","20,215,700.00",0.00,0.00,"18,000,000.00",0.00,0.00,0.00,"18,000,000.00",0.00,0.00,"38,215,700.00",,"38,215,700.0",,,,,
,"з них:",,,,,,,,,,,0.00,,,,,,,
,"видатки за рахунок коштів субвенції з державного бюджету місцевим бюджетам на надання пільг з послуг зв'язку, інших передбачених законодавством пільг (крім пільг на одержання ліків, зубопротезування, оплату електроенергії, природного і скрапленого газу на побутові потреби, твердого та рідкого пічного побутового палива, послуг тепло-, водопостачання і водовідведення, квартирної плати (утримання будинків і споруд та прибудинкових територій), вивезення побутового сміття та рідких нечистот), на компенсацію витрат частини доходів у зв""язку з відміною податку з власників транспортних засобів та інших самохідних машин і механізмів та відповідним збільшенням ставок акцизного податку з пального і на компенсацію за пільговий проїзд окремих категорій громадян",,,,,,,,,,,0.00,,,,,,,
170102,"Компенсаційні виплати на пільговий проїзд автомобільним транспортом окремим категоріям громадян","3,897,500.00",,,0.00,,,,,,,"3,897,500.00",,"3,897,500.0",1,,,,
,"у тому числі",,,,0.00,,,,,,,0.00,,,,,,,
,"видатки за рахунок коштів субвенції з державного бюджету місцевим бюджетам на надання пільг з послуг зв'язку, інших передбачених законодавством пільг (крім пільг на одержання ліків, зубопротезування, оплату електроенергії, природного і скрапленого газу на побутові потреби, твердого та рідкого пічного побутового палива, послуг тепло-, водопостачання і водовідведення, квартирної плати (утримання будинків і споруд та прибудинкових територій), вивезення побутового сміття та рідких нечистот), на компенсацію витрат частини доходів у зв""язку з відміною податку з власників транспортних засобів та інших самохідних машин і механізмів та відповідним збільшенням ставок акцизного податку з пального і на компенсацію за пільговий проїзд окремих категорій громадян",,,,,,,,,,,0.00,,,,,,,
170302,"Компенсацiйнi виплати за пiльговий проїзд окремих категорiй громадян на залізничному транспорті","16,318,200.00",,,0.00,,,,,,,"16,318,200.00",,"16,318,200.0",,,,,
,"у тому числі",,,,,,,,,,,0.00,,,,,,,
,"видатки за рахунок коштів субвенції з державного бюджету місцевим бюджетам на надання пільг з послуг зв'язку, інших передбачених законодавством пільг (крім пільг на одержання ліків, зубопротезування, оплату електроенергії, природного і скрапленого газу на побутові потреби, твердого та рідкого пічного побутового палива, послуг тепло-, водопостачання і водовідведення, квартирної плати (утримання будинків і споруд та прибудинкових територій), вивезення побутового сміття та рідких нечистот), на компенсацію витрат частини доходів у зв""язку з відміною податку з власників транспортних засобів та інших самохідних машин і механізмів та відповідним збільшенням ставок акцизного податку з пального і на компенсацію за пільговий проїзд окремих категорій громадян","16,318,200.00",,,,,,,,,,"16,318,200.00",,,,,,,
"170703","Видатки на проведення робіт, пов""язаних з будiвництвом, реконструкцiєю, ремонтом та утриманням  автомобiльних дорiг ",,,,"18,000,000.00",,,,"18,000,000.00",,,"18,000,000.00",,"18,000,000.0",,,,,
,"у тому числі",,,,,,,,,,,,,,,,,,
,"видатки за рахунок коштів субвенції з державного бюджету місцевим бюджетам на будівництво, реконструкцію, ремонт та утримання вулиць і доріг комунальної власності у населених пунктах",,,,0.0,,,,,,,0.0,0.0,0.0,1,,,,
,"видатки за рахунок коштів від надходжень збору за першу реєстрацію транспортних засобів",,,,0.0,,,,,,,0.0,,,1,,,,
180000,"Інші послуги, пов'язані з економічною діяльністю","8,545,000.00",0.00,0.00,"8,000,000.00",0.00,0.00,0.00,"8,000,000.00","8,000,000.00","8,000,000.00","16,545,000.00",,"16,545,000.0",,,,,
,"з них  на:",,,,,,,,,,,0.0,,,,,,,
,"погашення кредиторської заборгованості за 2009 рік",,,,,,,,,,,0.0,,,,,,,
,"з них на реалізацію обласної цільової програми підготовки та проведення в Україні фінальної частини чемпіонату Європи 2012 року з футболу",,,,,,,,,,,0.0,,0.0,,,,,
180107,"Фінансування енергозберігаючих заходів ","2,700,000.00",,,"4,200,000.00",,,,"4,200,000.00","4,200,000.00","4,200,000.00","6,900,000.00",,"6,900,000.0",1,,,,
,"з них  на:",,,,0.00,,,,,,,0.00,,,1,,,,
,"сплату відсотків за надані фінансово-банківськими установами позики населенню на енергоощадні заходи",0.00,,,0.00,,,,,,,0.00,,0.0,,,,,
,"розробку та реалізацію програми промислового використання місцевих природних і супутніх джерел енергії",,,,,,,,,,,0.0,,0.0,,,,,
,"підтримку та супровід Програми з енергозбереження",0.00,,,0.00,,,,,,,0.00,,0.0,,,,,
180109,"Програми    стабілізації    та соціально-економічного розвитку територій",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
,"у тому числі   часткова компенсація на борошно для виготовлення соціально-значимих сортів хліба",,,,0.0,,,,,,,0.0,,0.0,,,,,
,"компенсація відсотків за користування кредитами, наданими для закупівлі зерна в стабілізаційний фонд",,,,0.0,,,,,,,0.0,,0.0,,,,,
180404,"Підтримка малого та середнього підприємництва","500,000.00",,,0.00,,,,,,,"500,000.00",,"500,000.0",,,,,
180409,"Внески органів влади Автономної Республіки Крим та органів місцевого самоврядування у статутні фонди суб""єктів підприємницької діяльності ",,,,"2,800,000.00",,,,"2,800,000.00","2,800,000.00","2,800,000.00","2,800,000.00",,"2,800,000.0",,,,,
180410,"Інші заходи, пов'язані з економічною діяльністю","5,345,000.00",,,"1,000,000.00",,,,"1,000,000.00","1,000,000.00","1,000,000.00","6,345,000.00",6345000,"6,345,000.0",,,,,
,"з них на: ",,,,0.0,,,,,,,0.0,,,,,,,
,"часткове співфінансування робіт з виготовлення проектів водопостачання і водовідведення окремих населених пунктів області",,,,0.0,,,,,,,0.0,,,,,,,
,"розробку енергозберігаючих проектів теплогенерування у бюджетній сфері",,,,0.0,,,,,,,0.0,,,1,,,,
,"пілотний проект із заміни теплогенеруючого обладнання на альтернативні джерела енергії",,,,,,,,,,,0.0,"30,000.0",,,,,,
,"з них на:",,,,,,,,,,,0.0,,,,,,,
,"заходи, пов""язані з наданням в оренду нерухомого майна",,,,,,,,,,,0.0,,0.0,,,,,
,"заходи з приватизації майна обласної комунальної власності",,,,,,,,,,,0.0,,0.0,,,,,
,"заходи, пов""язані з управлінням майном спільної власності територіальних громад Львівської області",,,,,,,,,,,0.0,,0.0,,,,,
200000,"Охорона     навколишнього природного     середовища та ядерна безпека","620,000.00","424,038.00","7,000.00","625,000.00","25,000.00",0.00,0.00,"600,000.00",0.00,0.00,"1,245,000.00",,"1,245,000.0",,,,,
,"з них на:",,,,0.0,,,,,,,0.0,,,,,,,
,"погашення кредиторської заборгованості за 2009 рік",,,,0.0,,,,,,,0.0,,0.0,,,,,
200200,"Охорона i рацiональне використання земель",,,,"600,000.00",,,,"600,000.00",,,"600,000.00",600000,"600,000.0",1,,,,
,"з них на:",,,,0.00,,,,,,,,,,,,,,
,"розмежування земель державної та комунальної власності",,,,0.00,,,,,,,0.00,,0.0,,,,,
200600,"Збереження природно-заповідного фонду","620,000.00","424,038.00","7,000.00","25,000.00","25,000.00",,,,,,"645,000.00",,"645,000.0",,,,,
,,,,,0.0,,,,,,,0.0,0,0.0,,,,,
210000,"Запобігання та ліквідація надзвичайних  ситуацій  та наслідків стихійного лиха","2,100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,100,000.00",2100000,"2,100,000.0",,,,,
210105,"Видатки  на запобігання та ліквідацію надзвичайних ситуацій та наслідків стихійного лиха","450,000.00",0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,"450,000.00",450000,"450,000.0",1,,,,
,"з них на: ",,,,0.0,,,,,,,0.0,0,,1,,,,
,"заходи зі створення Львівського регіонального резерву матеріально-технічних ресурсів на 2007-2010 роки",,,,0.0,,,,,,,0.0,,0.0,,,,,
210110,"Заходи з організації рятування на водах","1,650,000.00",,,0.00,,,,,,,"1,650,000.00",,"1,650,000.0",,,,,
210120,"Видатки на ліквідацію наслідків стихійного лиха, що сталося 23-27 липня 2008 року",0.0,0.0,0.0,0.0,,,,,,,0.0,0,0.0,1,,,,
211100,"Відшкодування втрат сільськогосподарського і лісогосподарського виробництва",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
230100,"Обслуговування внутрішнього боргу",,,,0.0,,,,,,,0.0,,0.0,,,,,
230200,"Обслуговування зовнішнього боргу",,,,0.0,,,,,,,0.0,,0.0,,,,,
240000,"Цільові фонди",0.00,0.00,0.00,"7,600,000.00",0.00,0.00,0.00,"7,600,000.00",0.00,0.00,"7,600,000.00",7600000,"7,600,000.0",1,,,,
,"з них на:",,,,0.0,,,,,,,0.0,,,,,,,
,"погашення кредиторської заборгованості за 2009 рік",,,,0.0,,,,,,,0.0,,0.0,,,,,
240600,"Фонд охорони навколишнього природного середовища ",,,,"7,600,000.0",0.0,0.0,0.0,"7,600,000.0",,0.0,"7,600,000.0",,,,,,,
240601,"Охорона та раціональне використання природних ресурсів",0.00,0.00,0.00,"7,600,000.00",,0.00,0.00,"7,600,000.00",,,"7,600,000.00",7600000,"7,600,000.0",,,,,
240602,"Утилізація відходів",,,,0.00,,,,0.00,,,0.00,0,0.0,,,,,
240603,"Ліквідація іншого забруднення навколишнього природного середовища",,,,0.0,,,,,,,0.0,0,0.0,,,,,
240604,"Інша діяльність у сфері охорони навколишнього природного середовища",,,,0.00,,,,0.00,,,0.00,0,0.0,1,,,,
240605,"Збереження природно-заповiдного фонду",,,,0.00,,,,0.00,,,0.00,0,0.0,1,,,,
250000,"Видатки,   не   віднесені  до основних  груп ","12,185,000.00",0.00,0.00,"-147,800.00",0.00,0.00,0.00,"-147,800.00","-147,800.00",0.00,"12,037,200.00",,"12,037,200.0",1,,,,
250102,"Резервний фонд","8,500,000.00",,,0.00,,,,,,,"8,500,000.00",,"8,500,000.0",1,,,,
,,,,,0.0,,,,,,,0.0,,0.0,1,,,,
"250203","Проведення виборів народних депутатів Верховної Ради Автономної Республіки Крим, місцевих рад та сільських, селищних, міських голів",,,,0.00,,,,,,,0.00,0,0.0,1,,,,
"250404","Інші видатки ","3,685,000.00",,,0.00,,,,,0.00,0.00,"3,685,000.00",3685000,"3,685,000.0",1,,,,
,"з них  на:",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
,"заходи з розвитку Львівської обласної контрольно-рятувальної служби туристсько-спортивної спілки України",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
,"у тому числі    додаткова дотація з державного бюджету  на зменшення фактичних диспропорцій між місцевими бюджетами через нерівномірність мережі бюджетних установ",,,,0.0,,,,,,,0.0,0,0.0,,,,,
,"Нерозподілений резерв",,,,0.0,,,,,,,0.0,,0.0,,,,,
"250904","Повернення бюджетних  позичок",,,,"-147,800.00",,,,"-147,800.00","-147,800.00",,"-147,800.00",,"-147,800.0",1,,,,
"250907","Погашення відсотків за користування довгостроковими пільговими кредитами на будівництво (реконструкцію) та придбання житла для молодих сімей та інших соціально незахищених категорій громадян",,,,0.0,,,,,,,0.0,,0.0,,,,,
"250908","Надання пільгового довгострокового кредиту громадянам на будівництво (реконструкцію) та придбання соціального, молодіжного житла",,,,0.0,,,,,,,0.0,,0.0,,,,,
"250909","Повернення коштів, наданих для кредитування громадян на будівництво(реконструкціію) та придбання житла",,,,0.0,,,,,,,0.0,,0.0,,,,,
"250913","Витрати, пов""язані з наданням та обслуговуванням пільгових довгострокових кредитів, наданих громадянам на будівництво (реконструкцію) та придбання житла",,,,0.0,,,,,,,0.0,,0.0,,,,,
"250306","Кошти, що передаються з загального фонду бюджету до бюджету розвитку (спеціальний фонд)",,,,0.00,,,,,,,0.00,,0.0,1,,,,
250344,"Субвенція з місцевого бюджету державному бюджету на виконання програм соціально-економічного та культурного розвитку регіонів",0.00,,,0.00,,,,,,,0.00,,0.0,1,,,,
,"з них  на:",,,,,,,,,,,,,,,,,,
,"з них на реалізацію обласної цільової програми підготовки та проведення в Україні фінанальної частини чемпіонату Європи 2012 року з футболу",,,,0.0,,,,,,,0.0,,0.0,,,,,
,"Контрольні цифри МФУ з видатків за рахунок власних доходів",,,,0.0,,,,,,,0.0,,0.0,,,,,
,"Разом видатків:","2,187,047,784.00","926,417,538.00","133,780,100.00","160,250,800.00","66,136,900.00","6,773,700.00","2,925,800.00","94,113,900.00","59,372,400.00","52,372,400.00","2,347,298,584.00",,"2,347,298,584.0",,,,,
,"Дотації:","72,834,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"72,834,500.00",,"72,834,500.0",1,,,,
250313,"Додаткова дотація з державного бюджету на вирівнювання фінансової забезпеченості місцевих бюджетів","62,278,100.00",,,0.00,,,,,,,"62,278,100.00",,"62,278,100.0",,,,,
,"Додаткова дотація з державного бюджету місцевим бюджетам на виплату надбавок за обсяг та якість виконаної роботи медичним працівникам закладів охорони здоров""я, що надають первинну медичну допомогу, у непілотних регіонах","10,556,400.00",,,,,,,,,,"10,556,400.00",,"10,556,400.0",,,,,
250312,"Додаткова дотація з державного бюджету місцевим бюджетам на забезпечення виплат, пов’язаних із підвищенням рівня оплати праці працівників бюджетної сфери, в тому числі на підвищення посадового окладу працівника першого тарифного розряду Єдиної тарифної сітки та виплату допомоги випускникам вищих навчальних закладів, які здобули освіту за напрямами і спеціальностями медичного та фармацевтичного профілю",,,,0.00,,,,,,,0.00,,0.0,,,,,
250314,"Додаткова дотація з державного бюджету місцевим бюджетам на забезпечення пальним станцій (відділень) екстреної, швидкої та невідкладної медичної допомоги",,,,0.00,,,,,,,0.00,,0.0,,,,,
250318,"Додаткова дотація з державного бюджету місцевим бюджетам на поліпшення умов оплати праці медичних працівників, які надають медичну допомогу хворим на заразну та активну форми туберкульозу",,,,0.00,,,,,,,0.00,,0.0,,,,,
250315,"Інші додаткові дотації ",,,,0.00,,,,,,,0.00,,0.0,1,,,,
250319,"Додаткова дотація з державного бюджету на оплату праці працівників бюджетних установ",,,,,,,,,,,0.0,,0.0,,,,,
250325,"Додаткова дотація з державного бюджету на стимулювання місцевих органів влади за перевиконання річних розрахункових обсягів податку на прибуток підприємств та акцизного податку",,,,,,,,,,,0.0,,0.0,,,,,
250331,"Додаткова дотація з державного бюджету на покращення надання соціальних послуг найуразливішим верствам населення",,,,0.0,,,,,,,0.0,,0.0,1,,,,
,,,,,0.0,,,,,,,0.0,0,0.0,1,,,,
250315,"Інші дотації",,0.0,0.0,0.0,,,,,,,0.0,0,0.0,,,,,
,"Субвенції  разом:","3,939,442,100.00",0.00,0.00,"53,447,500.00","16,799,200.00",0.00,0.00,"36,648,300.00","950,000.00","950,000.00","3,992,889,600.00",3992889600,"3,992,889,600.0",,,,,
,"в тому числі:",,,,0.0,,,,,,,0.0,0,0.0,,,,,
250323,"Субвенція на утримання об’єктів спільного користування чи ліквідацію негативних наслідків діяльності об’єктів спільного користування","3,448,000.00",,,0.00,,,,,,,"3,448,000.00",,"3,448,000.0",,,,,
250326,"Субвенція з державного бюджету місцевим бюджетам на виплату допомоги сім’ям з дітьми, малозабезпеченим сім’ям, інвалідам з дитинства, дітям-інвалідам та тимчасової державної допомоги дітям","3,278,419,700.00",,,0.00,,,,,,,"3,278,419,700.00",,"3,278,419,700.0",,,,,
250328,"Субвенція з державного бюджету місцевим бюджетам на надання пільг та житлових субсидій населенню на оплату електроенергії, природного газу, послуг тепло-, водопостачання і водовідведення, квартирної плати (утримання будинків і споруд та прибудинкових територій), вивезення побутового сміття та рідких нечистот","411,977,400.00",,,0.00,,,,,,,"411,977,400.00",,"411,977,400.0",,,,,
250329,"Субвенція з державного бюджету місцевим бюджетам на надання пільг з послуг зв'язку, інших передбачених законодавством пільг (крім пільг на одержання ліків, зубопротезування, оплату електроенергії, природного і скрапленого газу на побутові потреби, твердого та рідкого пічного побутового палива, послуг тепло-, водопостачання і водовідведення, квартирної плати (утримання будинків і споруд та прибудинкових територій), вивезення побутового сміття та рідких нечистот), на компенсацію витрат частини доходів у зв""язку з відміною податку з власників транспортних засобів та інших самохідних машин і механізмів та відповідним збільшенням ставок акцизного податку з пального і на компенсацію за пільговий проїзд окремих категорій громадян","67,591,500.00",,,0.00,,,,,,,"67,591,500.00",67591500,"67,591,500.0",1,,,,
250330,"Субвенція з державного бюджету місцевим бюджетам на надання пільг та житлових субсидій населенню на придбання твердого та рідкого пічного побутового палива і скрапленого газу","23,232,400.00",,,0.00,,,,,,,"23,232,400.00",1,"23,232,400.0",,,,,
250335,"Субвенція з державного бюджету місцевим бюджетам на фінансування ремонту приміщень управлінь праці та соціального захисту виконавчих органів міських  (міст республіканського в Автономній Республіці Крим і обласного значення), районних у містах Києві і Севастополі та районних у містах рад для здійснення заходів з виконання спільного із Світовим банком проекту ""Вдосконалення системи соціальної допомоги""",,,,0.00,,,,,,,0.00,,0.0,,,,,
250339,"Субвенція з державного бюджету місцевим бюджетам на заходи з енергозбереження, у тому числі оснащення інженерних вводів багатоквартирних житлових будинків засобами обліку споживання води і теплової енергії, ремонт і реконструкцію теплових мереж та котелень, будівництво газопроводів і газифікацію населених пунктів",,,,0.0,,,,,,,0.0,0,0.0,1,,,,
250333,"Субвенція з державного бюджету місцевим бюджетам на збереження історичної забудови міст, об""єктів історико-культурної спадщини, впорядкування історичних населених місць України",,,,0.0,,,,,,,0.0,,0.0,1,,,,
250337,"Субвенція з державного бюджету  на розвиток інфраструктури регіонів",,,,0.0,,,,,,,0.0,,0.0,,,,,
,,,,,0.0,,,,,,,0.0,,0.0,,,,,
,,,,,0.0,,,,,,,0.0,0,0.0,1,,,,
250348," Субвенція з державного бюджету місцевим бюджетам на будівництво, реконструкцію, ремонт автомобільних доріг комунальної власності",,,,0.0,,,,,,,0.0,,0.0,,,,,
250324,"Субвенція іншим бюджетам на виконання інвестиційних проектів",,,,0.00,,,,,0.00,,0.00,,0.0,,,,,
,"у тому числі на:",,,,,,,,,,,,,,,,,,
,"погашення кредиторської заборгованості за 2009 рік",,,,0.0,,,,,0.0,,0.0,,0.0,,,,,
250380,"Інші субвенції",,,,0.00,,,,0.00,0.00,0.00,0.00,0,0.0,1,,,,
,"у тому числі на:",,,,0.00,,,,,,,0.00,,,,,,,
,"виплату допомоги на догляд за інвалідом І чи ІІ групи внаслідок психічного розладу",,,,0.00,,,,,,,0.00,,0.0,,,,,
,"збереження, відтворення та забезпечення раціональне використання земель",,,,0.00,,,,0.00,,,0.00,,0.0,,,,,
," програм у галузі сільського господарства",,,,0.00,0.00,,,,,,0.00,,0.0,,,,,
,"природоохоронних заходів ",,,,0.00,,,,,,,0.00,,0.0,,,,,
,"реалізацію програми надання малозабезпеченим сім""ям Львівської області адресної матеріальної допомоги для газифікації житлових будинків",,,,0.00,,,,,,,0.00,,0.0,,,,,
